mcs_dl_1,mcs_ul_1,dl_kbps_1,ul_kbps_1,mcs_dl_2,mcs_ul_2,dl_kbps_2,ul_kbps_2,mcs_dl_3,mcs_ul_3,dl_kbps_3,ul_kbps_3,mcs_dl_4,mcs_ul_4,dl_kbps_4,ul_kbps_4,cpu_1,cpu_2,cpu_3,cpu_4
25,20,20616,15264,24,20,12576,4392,26,20,12960,3112,4,0,1864,904,0.9937760829925536,0.7524083256721497,0.7352943420410156,0.7435054779052734
7,2,4264,2024,6,1,600,176,13,8,6712,3752,26,20,25456,14688,0.8054928779602051,0.5339894890785217,0.7432113289833069,1.0028042793273926
25,20,2280,1160,8,2,1672,1544,20,17,12216,3624,25,20,28336,15840,0.5769481062889099,0.7296807169914246,0.7566704154014587,1.0116264820098877
20,17,16416,14688,18,14,9912,10680,26,20,4968,8760,18,15,1608,256,1.0081738233566284,0.9479453563690186,0.7859622836112976,0.5545731782913208
22,19,8760,17568,22,19,14688,17568,19,17,2856,12960,22,19,904,9912,0.9732321500778198,0.9894447326660156,0.9109194874763488,0.7657297849655151
22,19,12576,12576,19,17,15840,12216,25,20,11064,6712,8,2,5992,2088,0.9490818977355956,0.9872720241546632,0.7766141891479492,0.8132452368736267
13,7,5352,2664,11,6,3752,256,4,0,3496,424,20,18,17568,14688,0.6908764839172363,0.5912702083587646,0.7040632963180542,1.011983871459961
24,20,15840,14688,3,0,968,1352,7,2,5736,1672,8,2,6456,32,0.9749515056610109,0.7608042359352112,0.7901302576065063,0.6046463251113892
13,8,440,3624,15,11,6200,4392,18,15,14688,14112,7,2,4584,1800,0.6633603572845459,0.7458199262619019,1.0000423192977903,0.7964414954185486
8,2,1384,2024,15,10,6456,2984,2,0,1160,1256,26,20,16416,16992,0.7468109130859375,0.7004634141921997,0.774503767490387,0.9848896265029908
20,17,14112,14112,22,19,6456,5736,4,0,2984,1256,20,17,7992,9144,0.9957504272460938,0.7249752879142761,0.7960994839668274,0.8523083925247192
13,8,2472,5736,26,20,22920,16416,10,4,6968,208,8,4,3880,328,0.7827008366584778,1.0031607151031494,0.630699098110199,0.5974951386451721
20,17,19080,15264,4,0,1352,600,22,19,14688,12576,3,0,1224,1000,1.014716625213623,0.7005251049995422,0.9592778086662292,0.7514363527297974
15,10,9144,136,24,20,25456,15264,22,19,22920,13536,15,12,7480,8504,0.6312643885612488,1.0023174285888672,0.9956533908843994,0.904519498348236
8,2,1096,2216,7,2,2088,1000,19,17,11448,14688,19,17,14112,12576,0.7391443252563477,0.7004097700119019,0.9977575540542604,0.9844900965690612
20,18,5544,14688,4,0,3496,16,26,20,19080,17568,13,8,9528,2216,0.9625320434570312,0.5842233300209045,0.9994965195655824,0.7175256609916687
2,0,1608,1000,8,2,4584,1192,20,18,3624,15840,26,20,12960,18336,0.7730415463447571,0.7422879338264465,0.9495128393173218,0.9836194515228271
15,11,4008,4008,15,11,4584,5544,20,17,12960,13536,13,7,9528,2088,0.7004579901695251,0.7848453521728516,0.988336443901062,0.7224028706550598
10,4,3624,3496,15,12,2280,9528,24,20,27376,14112,26,20,6712,8760,0.8001056909561157,0.8810601830482483,1.0018422603607178,0.797106146812439
15,12,6968,584,22,19,8760,18336,3,0,176,968,18,14,6200,10680,0.6520477533340454,0.9732321500778198,0.7123263478279114,0.9184291362762452
18,15,1928,12216,24,20,6456,19848,18,14,4584,10680,7,2,3112,144,0.8925068974494934,0.9717260003089904,0.8947325348854065,0.5878158211708069
18,15,9912,5544,2,0,1672,1160,2,0,696,224,22,19,19848,16416,0.7779720425605774,0.7864054441452026,0.581405758857727,1.0079818964004517
22,19,5992,9528,22,19,9144,17568,2,0,2024,904,18,15,7992,3752,0.8182290196418762,0.9742637872695924,0.767156720161438,0.7259438037872314
10,4,7736,2216,26,20,29296,5992,15,9,12576,5736,20,18,16416,12960,0.774254560470581,0.8784075379371643,0.858071506023407,0.9924482107162476
18,15,16416,13536,24,20,520,7992,13,7,1800,968,7,2,5992,616,0.9981345534324646,0.7235201001167297,0.5807681679725647,0.697746992111206
7,2,4776,176,19,17,336,11832,13,8,9528,2088,20,17,14112,12960,0.6118723750114441,0.8634997010231018,0.7175256609916687,0.9860721826553344
24,20,24496,13536,24,20,12576,1160,15,10,1416,2536,15,11,4264,680,0.9908082485198976,0.6953028440475464,0.6327902674674988,0.6060440540313721
19,17,1064,9144,24,20,1064,11832,19,17,18336,14688,8,4,1256,632,0.7768498063087463,0.8106751441955566,1.0136774778366089,0.5943960547447205
19,17,5736,6712,10,4,4968,2664,20,17,14112,14112,24,20,6456,1160,0.7538280487060547,0.7781318426132202,0.9957504272460938,0.633342981338501
24,20,6968,16992,15,9,2600,616,22,19,13536,15264,15,9,7992,2536,0.9717747569084167,0.5664609670639038,0.9825990200042723,0.6981874704360962
13,8,9912,2216,22,19,15264,16992,8,4,6200,3624,10,4,4584,1800,0.7175256609916687,0.9902234077453612,0.8349359631538391,0.7453138828277588
8,4,4264,1544,6,1,2600,1736,24,20,16992,19848,24,20,21384,5544,0.7238287329673767,0.7834638357162476,0.995747983455658,0.8287622332572937
26,20,29296,11448,18,14,7224,1256,20,18,16992,5544,6,1,392,968,0.980866312980652,0.6595407724380493,0.8270854949951172,0.6848204731941223
18,14,3624,9912,19,17,13536,14688,20,18,15264,14112,15,10,2280,2984,0.8713746666908264,1.0029597282409668,0.9969765543937684,0.6573688983917236
26,20,25456,13536,13,8,11064,3112,10,4,1256,3368,3,0,1256,456,0.9912949204444884,0.7504964470863342,0.7481707334518433,0.6639030575752258
26,20,19848,15264,8,2,6456,1000,8,4,120,1288,13,7,4136,4392,0.9924413561820984,0.7397387623786926,0.6401817798614502,0.7499661445617676
22,19,19080,15840,26,20,10296,1544,15,12,11064,2600,24,20,18336,10680,1.0045928955078125,0.672091007232666,0.7307266592979431,0.9265704154968262
15,12,3752,376,4,0,1480,904,15,12,12216,9912,11,6,680,1480,0.5955755114555359,0.7375134825706482,0.9771113991737366,0.6094279289245605
7,2,328,696,18,15,14688,12960,7,2,584,2088,19,17,8248,5736,0.6311416029930115,0.9921831488609314,0.7431533336639404,0.7631960511207581
8,2,680,256,8,4,2664,1352,20,17,11064,14688,24,20,27376,12960,0.5356149673461914,0.6848825812339783,0.9948924779891968,0.9928291440010072
22,19,6968,18336,13,8,2472,6968,6,1,4584,1352,10,4,776,256,0.9720098376274108,0.8174878358840942,0.7880834937095642,0.5300190448760986
26,20,22152,11832,18,14,13536,9912,24,20,11832,15840,15,11,2280,2472,0.9660370349884032,0.9520453810691832,0.9739096760749816,0.6404299736022949
15,11,12216,5352,6,1,1544,632,18,15,14112,12960,8,4,3624,1928,0.8507426977157593,0.6593338847160339,0.9912477731704712,0.7326390147209167
25,20,16992,15840,5,0,3752,536,15,11,840,8248,25,20,14688,3624,0.9886301159858704,0.7307600378990173,0.8387228846549988,0.7504456043243408
11,6,328,3624,15,11,10680,2792,15,9,6456,3624,15,12,14112,9144,0.7154032588005066,0.7334198355674744,0.7146140336990356,0.9769937992095948
6,1,3880,1128,18,14,3240,5160,8,4,3880,1352,22,19,12960,15264,0.7634223699569702,0.6946232318878174,0.7047513723373413,0.9816795587539672
15,9,9912,5352,18,15,6456,11448,24,20,20616,16416,4,0,3624,504,0.8289599418640137,0.931177854537964,1.0003247261047363,0.7280212640762329
25,20,28336,1992,15,10,12216,5736,26,20,20616,17568,15,10,5160,6200,0.7801167964935303,0.8646104335784912,1.001120686531067,0.8173331022262573
15,10,11448,4584,20,18,9144,15840,3,0,392,424,8,2,256,328,0.811540424823761,0.988398015499115,0.6290718913078308,0.5400398969650269
20,18,776,9144,6,1,3112,144,25,20,7480,17568,19,17,14112,6200,0.7662244439125061,0.6013508439064026,0.9766279458999634,0.8373262286186218
20,18,9528,15840,15,9,10296,6200,20,17,7992,2472,20,18,18336,5160,0.9906532764434814,0.8638414740562439,0.6903699636459351,0.8282202482223511
19,17,8760,15264,2,0,1384,504,15,12,8760,1192,19,17,5352,280,0.9872905015945436,0.6951661705970764,0.6801950931549072,0.6075020432472229
20,18,6200,1928,18,14,3880,11064,26,20,22920,15264,7,2,2216,1288,0.6585158109664917,0.8900072574615479,0.9974194169044496,0.7313591837882996
15,10,4008,1736,25,20,5736,1992,5,0,4264,776,26,20,16416,15264,0.6263805031776428,0.6512717008590698,0.7549963593482971,0.9775830507278442
6,1,2408,1800,20,18,9528,15840,22,19,904,17568,25,20,2280,4008,0.7785346508026123,0.9906532764434814,0.9424326419830322,0.6520857214927673
20,18,3624,14688,19,17,12216,13536,4,0,776,488,6,1,4584,872,0.9483689069747924,0.9836530089378356,0.6557695865631104,0.7454822659492493
2,0,2088,1192,20,18,16416,13536,13,7,9144,1928,10,4,4776,2792,0.7954312562942505,0.9966506958007812,0.7049810290336609,0.7830060720443726
18,15,16416,7992,20,18,19080,11832,3,0,2216,536,22,19,4136,11832,0.9087073802947998,0.9955764412879944,0.7225945591926575,0.8405824303627014
15,9,10680,776,24,20,22920,18336,7,2,2088,1416,26,20,5992,4008,0.6875424981117249,1.0034483671188354,0.7328546643257141,0.6918065547943115
2,0,328,392,22,19,7992,14688,24,20,22152,19080,8,4,5736,632,0.6133770942687988,0.9579228758811952,1.0002765655517578,0.6669924855232239
2,0,256,744,13,7,9528,5992,26,20,23688,15264,26,20,22920,1160,0.695085346698761,0.8681941628456116,0.9992508888244628,0.7465196847915649
25,20,19080,14688,18,14,8760,9912,18,14,16416,2856,11,6,2664,5160,0.991356611251831,0.9135858416557312,0.7587212324142456,0.7983818054199219
8,2,4776,2152,19,17,13536,904,8,4,1672,1544,20,18,11448,15840,0.8062819838523865,0.7094169855117798,0.6820439696311951,0.9967694282531738
26,20,21384,18336,15,9,8760,4008,22,19,904,15264,8,4,5160,2216,1.0009715557098389,0.7495017051696777,0.8989889621734619,0.7657703757286072
15,9,7224,4136,24,20,26416,19848,26,20,13536,13536,24,20,20616,16992,0.7431948184967041,1.008291482925415,0.9507346153259276,1.0003247261047363
15,11,840,872,25,20,14112,16992,13,8,10680,120,19,17,3624,2728,0.5667949914932251,0.9815565347671508,0.6467527747154236,0.6427778005599976
20,18,12216,15840,3,0,40,504,18,15,1928,2600,24,20,21384,14112,0.9971343278884888,0.6457289457321167,0.6250715851783752,0.985204577445984
5,0,4392,456,20,18,8760,15264,8,2,4392,648,15,9,1416,6456,0.7092246413230896,0.9856162071228028,0.6936957240104675,0.7850639224052429
11,6,872,2728,15,11,8760,8760,26,20,26416,15840,18,15,12960,12960,0.6765859723091125,0.9225826859474182,1.0029157400131226,0.9898006319999696
18,15,15840,11064,19,17,9912,7736,3,0,40,840,8,2,2664,1064,0.9815291166305542,0.8442076444625854,0.6999369859695435,0.71742844581604
24,20,16992,16416,19,17,12576,12576,26,20,13536,376,4,0,2216,936,0.9945093989372252,0.977645993232727,0.6728234887123108,0.7574162483215332
22,19,22920,14688,8,2,6456,1992,15,11,12576,8504,4,0,3496,328,1.0055419206619265,0.8100697994232178,0.960266649723053,0.6690564155578613
2,0,376,1000,26,20,16416,2792,18,14,16416,9144,24,20,11448,17568,0.7241405844688416,0.7445037961006165,0.9410251975059508,0.9833059906959534
19,17,15264,14688,5,0,4392,1256,8,4,5544,1800,6,1,2088,376,1.0064187049865725,0.8010262846946716,0.7531765103340149,0.6257018446922302
20,18,376,8504,7,2,584,1736,24,20,10296,16992,15,12,9528,1000,0.7559348344802856,0.7223517894744873,0.9748202562332152,0.6881608963012695
18,14,9528,12576,26,20,15840,17568,18,14,3240,2536,15,9,4264,5352,0.978157103061676,0.983771026134491,0.6447823643684387,0.771621823310852
25,20,11064,12216,19,17,16992,12216,24,20,10296,16992,10,4,1864,3624,0.9125720262527466,0.9899024367332458,0.9748202562332152,0.7725281119346619
15,11,13536,7736,24,20,18336,19080,18,15,2280,7992,15,12,9912,5352,0.9453977942466736,0.9992424249649048,0.7677017450332642,0.8334673047065735
20,17,6712,2152,25,20,12960,19080,26,20,25456,13536,20,17,3112,6968,0.6747049689292908,0.9836194515228271,0.9912949204444884,0.745390772819519
20,18,14112,10680,8,2,2344,2216,6,1,3368,344,18,15,14688,12960,0.9602647423744202,0.7718106508255005,0.650757908821106,0.9921831488609314
4,0,120,176,4,0,328,392,8,2,6456,968,24,20,21384,19848,0.5320586562156677,0.6096518039703369,0.7383975386619568,1.0002765655517578
10,4,776,776,25,20,9144,17568,13,7,2472,1672,11,6,4392,2472,0.6021755337715149,0.974996030330658,0.6180459260940552,0.7093831896781921
26,20,25456,12960,20,18,1544,3880,3,0,2792,256,13,7,5736,3496,0.986587643623352,0.6492087841033936,0.6440592408180237,0.7418219447135925
3,0,2856,904,15,12,5544,9528,24,20,21384,15264,18,15,15840,5544,0.764964759349823,0.9097989201545716,0.992699384689331,0.8288645148277283
2,0,256,616,20,18,5544,7736,15,11,9912,7480,24,20,26416,16416,0.6758280992507935,0.7903173565864563,0.9191954135894777,1.008291482925415
20,18,9528,14688,5,0,1128,568,15,12,11832,7224,20,18,376,1288,0.9892407059669496,0.6809431910514832,0.9264672994613647,0.559395968914032
8,4,2984,904,15,10,12216,7736,25,20,15264,14112,10,4,4264,1192,0.639615535736084,0.9391673803329468,0.9670571088790894,0.6965829133987427
26,20,28336,11064,13,7,5736,1608,24,20,9528,17568,24,20,4776,16416,0.977419137954712,0.6656173467636108,0.9751115441322328,0.9572349190711976
26,20,23688,16992,5,0,680,1320,5,0,1128,1192,7,2,2536,1160,1.0049920082092283,0.7428297400474548,0.741290271282196,0.7189147472381592
19,17,14688,7992,26,20,17568,18336,20,17,9912,7224,13,8,5352,2664,0.8843578100204468,0.9969748258590698,0.8153594136238098,0.6840748190879822
26,20,13536,11064,24,20,520,7480,10,4,7224,1800,18,15,14112,12576,0.90829735994339,0.7084504961967468,0.7576807141304016,0.9900122880935668
22,19,11064,15264,26,20,19848,19080,8,4,5992,2600,2,0,208,1256,0.9758975505828856,1.0007306337356567,0.7842370271682739,0.7369477152824402
2,0,1416,1160,2,0,1736,376,19,17,16416,14112,15,11,1416,680,0.7775421738624573,0.6755531430244446,1.0011135339736938,0.5636060237884521
10,4,6712,2600,15,12,11064,7224,15,11,11448,3752,19,17,12576,15264,0.7887027263641357,0.9226503968238832,0.7686842083930969,1.0004942417144775
25,20,28336,15264,7,2,1608,840,22,19,440,15840,20,17,376,6712,1.0115150213241575,0.6720046997070312,0.9060425758361816,0.6995240449905396
22,19,22920,3240,22,19,14688,15264,8,4,3752,2728,15,12,6456,4008,0.7856305837631226,0.9849795699119568,0.762023389339447,0.7301877737045288
25,20,13536,16992,13,7,6712,5544,18,15,12576,840,20,18,7992,10680,0.980564832687378,0.8314541578292847,0.7021297812461853,0.9030117392539978
18,15,4584,11832,13,8,10296,3496,20,18,14112,14688,15,9,12576,3112,0.917029619216919,0.759631872177124,1.0020970106124878,0.7475302219390869
3,0,1384,176,8,4,1672,1608,24,20,18336,17568,5,0,1128,712,0.5819395184516907,0.6899318099021912,0.9992424249649048,0.6968239545822144
13,7,5544,584,26,20,3624,14112,26,20,28336,19080,15,10,13536,7480,0.63209468126297,0.9047993421554564,1.0176970958709717,0.9358833432197572
20,17,10296,14688,15,11,12960,1384,8,2,4008,1608,8,2,6200,1480,0.9913377165794371,0.7109465003013611,0.7751606106758118,0.7710440754890442
24,20,27376,14112,8,4,3752,3624,25,20,4008,15840,15,12,11064,4392,1.0018422603607178,0.8030027151107788,0.9360558390617372,0.7950142025947571
25,20,26416,11832,19,17,696,5544,15,12,14112,9912,11,6,1544,1672,0.9783474206924438,0.6679607033729553,0.9830124974250792,0.6367878913879395
15,9,13536,5544,5,0,2984,88,26,20,22152,19848,19,17,7224,10680,0.8462601900100708,0.5980512499809265,1.0009715557098389,0.9045507907867432
20,18,15264,14112,11,6,4776,176,15,10,14112,5736,8,2,1800,1800,0.9969765543937684,0.5958454608917236,0.8686591982841492,0.7487921118736267
24,20,21384,14112,7,2,2344,1000,13,7,9912,5544,19,17,11448,15264,0.985204577445984,0.7007470726966858,0.8504611253738403,0.9977575540542604
15,9,1128,2216,8,4,680,2152,13,7,3240,5992,24,20,25456,18336,0.6191850304603577,0.6916226148605347,0.8020819425582886,1.008291482925415
18,14,13536,12216,13,7,1352,1480,20,17,1544,4264,5,0,4008,1096,0.986287534236908,0.5902395844459534,0.6577158570289612,0.7881378531455994
13,8,5992,4968,18,15,1928,11064,8,2,2536,2024,25,20,27376,18336,0.7952399849891663,0.8627911806106567,0.7738907933235168,1.015714406967163
24,20,16416,14112,20,18,2792,9528,8,2,4776,1672,11,6,504,4392,0.9697905778884888,0.799869179725647,0.7801609039306641,0.7443763017654419
24,20,19080,19848,26,20,11064,11448,26,20,25456,11064,13,8,904,3112,0.9992424249649048,0.8957279324531555,0.966982364654541,0.6520346999168396
26,20,26416,14112,20,17,13536,5160,22,19,22152,11832,22,19,18336,10296,0.9956009387969972,0.8027850389480591,0.9800379872322084,0.9400863647460938
26,20,20616,9528,26,20,29296,12576,15,12,7736,9144,15,11,1128,2472,0.913690745830536,0.9940627813339232,0.9275797605514526,0.6321176290512085
8,4,2984,3368,8,4,1544,1800,26,20,12216,15840,11,6,8504,1864,0.7848119735717773,0.6912388801574707,0.973658800125122,0.7219444513320923
8,4,680,1736,15,11,9144,7992,22,19,2792,12216,20,18,17568,14112,0.6759459376335144,0.9081900715827942,0.8505253791809082,1.0049238204956057
24,20,18336,18336,13,8,4584,4392,5,0,4264,1160,26,20,2984,9528,0.9992424249649048,0.7408363819122314,0.7906405329704285,0.7679965496063232
13,8,1128,2088,26,20,21384,9912,5,0,328,256,22,19,19848,12960,0.6237854361534119,0.9247576594352722,0.559072732925415,0.9899686574935912
19,17,15840,7736,22,19,12216,17568,13,7,10680,4968,8,2,2088,2216,0.89275062084198,0.984527051448822,0.8392484784126282,0.7715505361557007
3,0,744,936,4,0,2600,1032,25,20,12960,16416,18,15,7224,5992,0.7274835705757141,0.7776452898979187,0.981939971446991,0.7636207938194275
22,19,19848,14112,11,6,6968,2216,20,18,11064,6712,13,7,4392,5160,0.99746835231781,0.734401285648346,0.808583676815033,0.7935677766799927
8,4,6456,3368,10,4,456,2984,2,0,1544,776,20,17,9912,14688,0.8301098942756653,0.7278605699539185,0.7399255037307739,0.9909150004386902
19,17,10680,15264,18,15,1608,12216,20,18,15264,1928,8,2,3880,1672,0.9914275407791138,0.8908801078796387,0.7290657162666321,0.7721704244613647
18,15,4968,7736,20,18,7992,9528,8,4,3496,256,25,20,22152,15264,0.8044000267982483,0.8652612566947937,0.5902034640312195,0.993186056613922
22,19,8760,2856,18,14,12216,10296,20,18,19080,14688,10,4,4264,2664,0.6985728144645691,0.9560723304748536,1.015166401863098,0.7676766514778137
24,20,10296,18336,4,0,2280,536,5,0,2216,776,22,19,9912,17568,0.976058840751648,0.7179663777351379,0.7327342629432678,0.9765190482139589
10,4,296,488,24,20,24496,18336,15,12,7224,7224,18,14,11064,2024,0.54930180311203,1.008291482925415,0.8838167190551758,0.7202106714248657
2,0,1000,120,22,19,13536,14688,6,1,4776,1480,15,11,10296,5352,0.5570330619812012,0.9812620282173156,0.7918329238891602,0.8360517621040344
22,19,22920,11448,26,20,30576,2792,10,4,3496,632,18,15,5544,12216,0.9742966890335084,0.7917033433914185,0.6215155720710754,0.935858964920044
4,0,1480,392,19,17,10296,15264,15,9,2280,6712,20,18,10680,4584,0.6552470922470093,0.9913377165794371,0.8002344965934753,0.7599552869796753
10,4,2344,1000,18,15,16416,11832,11,6,6712,4584,13,7,2728,3368,0.6468564867973328,0.9884751439094543,0.8364083170890808,0.6944176554679871
5,0,3880,776,15,9,7480,5736,2,0,2216,1288,20,18,16992,15264,0.7535752058029175,0.820992112159729,0.7999252676963806,1.0100126266479492
22,19,20616,12216,11,6,8504,176,8,4,5736,1480,10,4,5736,632,0.9831681847572328,0.6340933442115784,0.7315841913223267,0.6638754606246948
8,4,5544,408,8,2,536,1064,15,12,9912,9912,22,19,13536,17568,0.6368122100830078,0.6708448529243469,0.9541211724281312,0.9870641827583312
22,19,4584,18336,26,20,30576,17568,4,0,1352,712,25,20,25456,776,0.968719482421875,1.0172561407089231,0.7108733654022217,0.7365361452102661
20,17,14112,12960,11,6,2984,3624,19,17,10680,14688,22,19,1864,9912,0.9860721826553344,0.742160439491272,0.9914275407791138,0.770765483379364
11,6,1928,808,2,0,1864,344,22,19,14112,16416,18,15,10296,5160,0.586548924446106,0.675468921661377,0.9873591661453248,0.7729232311248779
24,20,25456,16416,3,0,1800,1320,26,20,2984,19080,20,17,3624,2152,1.008291482925415,0.7859653830528259,0.9640345573425292,0.6323117613792419
18,14,12960,12960,10,4,7480,1288,18,15,14112,12960,20,18,15264,15840,0.9898006319999696,0.7338184714317322,0.9912477731704712,1.0045695304870603
22,19,8760,5352,6,1,1992,1032,26,20,19848,14112,18,14,6200,2280,0.7474685311317444,0.7305075526237488,0.9849465489387512,0.6740564107894897
18,14,14688,10296,25,20,5160,6712,15,11,7224,6456,15,11,12960,6712,0.9641090035438538,0.720988929271698,0.8572155237197876,0.9073977470397948
13,8,8760,6968,20,18,14112,12960,13,7,4136,2984,20,18,10680,8504,0.8837884664535522,0.9841115474700928,0.6981785893440247,0.8785051107406616
15,12,12216,9528,18,15,6456,6968,11,6,3368,4264,8,4,1096,1000,0.9751774072647096,0.7923451066017151,0.7689664959907532,0.6237395405769348
24,20,18336,5160,5,0,1032,568,7,2,6200,1416,26,20,25456,16992,0.8081487417221069,0.6756080389022827,0.7724460363388062,1.0085455179214478
8,2,2344,1928,22,19,11064,10296,26,20,15264,19080,8,2,2664,1800,0.7666165828704834,0.8898613452911377,0.9842740893363952,0.7651968598365784
19,17,15264,14688,13,7,10680,2088,15,11,7992,7480,15,11,3496,4968,1.0064187049865725,0.7250787019729614,0.8970004916191101,0.7515958547592163
18,14,4584,224,22,19,18336,12960,22,19,22920,15264,5,0,424,328,0.5992028713226318,0.9894919991493224,1.0055419206619265,0.5885967016220093
7,2,3368,1320,22,19,12216,9144,24,20,14112,16416,15,9,6968,4776,0.7479876279830933,0.8687262535095215,0.9813024401664734,0.783133327960968
26,20,25456,14112,24,20,1608,18336,20,18,12216,1288,15,12,1416,2984,0.9956009387969972,0.944213092327118,0.7054803967475891,0.648468017578125
8,2,3112,1256,20,17,14112,12216,15,9,5992,3624,10,4,5736,632,0.7425779700279236,0.9819962382316588,0.7122253179550171,0.6638754606246948
2,0,1288,1224,13,7,9912,4584,24,20,7992,19080,26,20,1192,4776,0.7790889739990234,0.8190463781356812,0.9731556177139282,0.65509432554245
15,9,2856,2024,11,6,4776,4264,24,20,23688,17568,15,11,4264,144,0.626644492149353,0.7900737524032593,1.0047379732131958,0.5869668126106262
20,17,14112,14112,24,20,11448,2344,7,2,3240,936,13,8,6200,5736,0.9957504272460938,0.6983580589294434,0.7052770256996155,0.825485110282898
15,12,840,9144,18,14,7992,9144,20,17,19080,10296,2,0,1160,648,0.8514138460159302,0.884232223033905,0.9692928194999696,0.7192060351371765
25,20,12960,1992,20,18,16416,15264,13,8,11064,6200,3,0,2152,288,0.7107113599777222,1.008623719215393,0.8809947967529297,0.6485650539398193
2,0,2024,256,26,20,19848,15264,19,17,9912,9144,6,1,3240,600,0.6337995529174805,0.9924413561820984,0.8803095817565918,0.7007625699043274
15,10,2600,3752,19,17,18336,5736,15,11,11832,2984,20,18,16992,15840,0.6837225556373596,0.8511300086975098,0.7478033900260925,1.0101240873336792
15,9,8248,5992,15,12,14112,9144,20,18,16416,14112,15,12,5544,1608,0.8441428542137146,0.9769937992095948,1.001563310623169,0.6528159976005554
15,11,13536,2792,7,2,1672,520,25,20,20616,12960,18,15,7992,3112,0.7528911232948303,0.6171208620071411,0.9772679805755616,0.7106307744979858
18,15,3624,4008,19,17,11064,14688,15,12,2856,4264,8,4,4776,3624,0.6781159043312073,0.9948924779891968,0.6960418820381165,0.8215156197547913
18,15,13536,4584,25,20,2856,11832,18,14,8504,3368,20,17,15264,14688,0.7967972159385681,0.8194291591644287,0.7248678803443909,1.0064187049865725
20,17,11832,12576,4,0,1736,1192,20,17,3112,10680,6,1,712,776,0.9757528305053712,0.7694934010505676,0.840657651424408,0.6704812049865723
18,15,632,14112,26,20,24496,9912,19,17,14112,12216,15,12,5992,2408,0.8992598652839661,0.9375986456871032,0.9819962382316588,0.6838525533676147
4,0,696,1000,15,9,8248,7736,24,20,24496,14112,19,17,8760,11832,0.7240136861801147,0.8864736557006836,0.995114266872406,0.949292540550232
15,9,14112,6712,26,20,10296,16416,13,8,9912,5160,3,0,256,392,0.896086573600769,0.975829005241394,0.8307859301567078,0.6080136299133301
20,18,8760,15264,13,7,4392,1800,8,4,5736,1864,18,15,6456,9528,0.9856162071228028,0.6499192118644714,0.7541607618331909,0.8868985772132874
20,17,16416,2472,8,2,3240,1864,26,20,21384,19080,7,2,4968,32,0.7472025156021118,0.7818794250488281,1.0009715557098389,0.5947314500808716
18,14,7736,7736,20,17,5992,1800,20,18,12960,16416,18,15,632,6968,0.8495137095451355,0.6508705615997314,1.0044457912445068,0.7251987457275391
13,8,5736,1928,19,17,3624,9912,24,20,4264,17568,22,19,12960,16416,0.671850860118866,0.8446938991546631,0.965360164642334,0.9859664440155028
20,18,19080,14688,2,0,840,1256,24,20,13536,6712,19,17,17568,15264,1.015166401863098,0.7593966126441956,0.7997728586196899,1.0115339756011963
